"","comb08","cylinders","displ","drive","year","Class","trans"
"321",21,4,2,"Rear-Wheel Drive",1985,"Van","Manual 5 Speed"
"322",20,4,2.3,"Rear-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"323",22,4,2.3,"Rear-Wheel Drive",1993,"Truck","Manual 5 Speed"
"324",18,6,3,"Rear-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"325",19,6,3,"Rear-Wheel Drive",1993,"Truck","Manual 5 Speed"
"326",17,6,4,"Rear-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"327",18,6,4,"Rear-Wheel Drive",1993,"Truck","Manual 5 Speed"
"328",17,6,4.3,"Rear-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"329",17,6,4.3,"Rear-Wheel Drive",1993,"Truck","Manual 5 Speed"
"330",16,6,4.3,"Rear-Wheel Drive",1993,"Truck","Manual 5 Speed"
"331",16,6,4.3,"Rear-Wheel Drive",1993,"Truck","Manual 5 Speed"
"332",27,4,1.5,"Front-Wheel Drive",1985,"Compact","Automatic 3 Speed"
"333",16,4,1.9,"Rear-Wheel Drive",1985,"Van","Automatic 3 Speed"
"334",15,8,5,"Rear-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"335",15,8,5,"Rear-Wheel Drive",1993,"Truck","Manual 5 Speed"
"336",14,8,5.7,"Rear-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"337",14,8,5.7,"Rear-Wheel Drive",1993,"Truck","Manual 5 Speed"
"338",14,8,5.7,"Rear-Wheel Drive",1993,"Truck","Manual 5 Speed"
"339",17,6,4.3,"Rear-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"340",16,6,4.3,"Rear-Wheel Drive",1993,"Truck","Manual 5 Speed"
"341",16,6,4.3,"Rear-Wheel Drive",1993,"Truck","Manual 5 Speed"
"342",14,8,5,"Rear-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"343",15,8,5,"Rear-Wheel Drive",1993,"Truck","Manual 5 Speed"
"344",17,4,1.9,"Rear-Wheel Drive",1985,"Van","Manual 4 Speed"
"345",14,8,5.7,"Rear-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"346",14,8,5.7,"Rear-Wheel Drive",1993,"Truck","Manual 5 Speed"
"347",13,8,5.7,"Rear-Wheel Drive",1993,"Truck","Manual 5 Speed"
"348",20,4,2.2,"Rear-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"349",20,4,2.2,"Rear-Wheel Drive",1993,"Truck","Manual 5 Speed"
"350",20,4,2.2,"Rear-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"351",22,4,2.2,"Rear-Wheel Drive",1993,"Truck","Manual 5 Speed"
"352",19,4,2.6,"Rear-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"353",19,4,2.6,"Rear-Wheel Drive",1993,"Truck","Manual 5 Speed"
"354",21,4,2.4,"Rear-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"355",16,4,2.5,"Rear-Wheel Drive",1985,"SUV","Automatic 3 Speed"
"356",22,4,2.4,"Rear-Wheel Drive",1993,"Truck","Manual 5 Speed"
"357",18,6,3,"Rear-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"358",16,6,3,"Rear-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"359",17,6,3,"Rear-Wheel Drive",1993,"Truck","Manual 5 Speed"
"360",15,6,4.3,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"361",15,6,4.3,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"362",16,6,4.3,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"363",14,8,5,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"364",13,8,5,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"365",13,8,5.7,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"366",13,6,4.2,"Rear-Wheel Drive",1985,"SUV","Automatic 3 Speed"
"367",13,8,5.7,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"368",12,8,5.7,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"369",17,8,6.2,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"370",15,6,4.3,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"371",14,6,4.3,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"372",15,6,4.3,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"373",14,8,5,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"374",13,8,5,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"375",13,8,5.7,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"376",13,8,5.7,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"377",14,8,5,"Rear-Wheel Drive",1985,"SUV","Automatic 4 Speed"
"378",12,8,5.7,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"379",17,8,6.2,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"380",16,6,4.3,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"381",16,6,4.3,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"382",18,4,2.4,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"383",15,6,3,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"384",15,6,3,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"385",14,6,3.9,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"386",15,6,3.9,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"387",13,8,5.2,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"388",13,8,5.7,"Rear-Wheel Drive",1985,"SUV","Automatic 4 Speed"
"389",17,4,2.4,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"390",18,4,2.4,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"391",14,6,3.9,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"392",13,6,3.9,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"393",13,8,5.2,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"394",13,8,5.2,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"395",12,8,5.9,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"396",11,8,5.9,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"397",12,8,5.2,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"398",13,8,5.2,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"399",18,8,6.2,"Rear-Wheel Drive",1985,"SUV","Automatic 4 Speed"
"400",12,8,5.9,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"401",11,8,5.9,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"402",19,4,2.5,"Rear-Wheel Drive",1993,"Truck","Manual 4 Speed"
"403",19,4,2.5,"Rear-Wheel Drive",1993,"Truck","Manual 5 Speed"
"404",16,6,4,"Rear-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"405",17,6,4,"Rear-Wheel Drive",1993,"Truck","Manual 5 Speed"
"406",14,6,4.9,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"407",15,6,4.9,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 4 Speed"
"408",15,6,4.9,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"409",14,8,5,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"410",20,4,2.5,"Rear-Wheel Drive",1985,"SUV","Automatic 4 Speed"
"411",14,8,5,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"412",13,8,5,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 4 Speed"
"413",13,8,5,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"414",12,8,5.8,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"415",21,4,2.3,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"416",18,6,3,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"417",18,6,3,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"418",17,6,4,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"419",18,6,4,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"420",15,6,4.3,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"421",21,4,2.5,"Rear-Wheel Drive",1985,"SUV","Manual 4 Speed"
"422",15,6,4.3,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"423",16,6,4.3,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"424",14,8,5,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"425",13,8,5,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"426",13,8,5.7,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"427",13,8,5.7,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"428",12,8,5.7,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"429",17,8,6.2,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"430",15,6,4.3,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"431",14,6,4.3,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"432",22,4,2.5,"Rear-Wheel Drive",1985,"SUV","Manual 5 Speed"
"433",15,6,4.3,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"434",14,8,5,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"435",13,8,5,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"436",13,8,5.7,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"437",13,8,5.7,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"438",12,8,5.7,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"439",17,8,6.2,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"440",16,6,4.3,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"441",16,6,4.3,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"442",16,6,4.3,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"443",34,4,1.5,"Front-Wheel Drive",1985,"Compact","Manual 4 Speed"
"444",18,6,2.8,"Rear-Wheel Drive",1985,"SUV","Automatic 4 Speed"
"445",17,4,2.6,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"446",15,6,3.1,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"447",17,4,2.4,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"448",18,4,2.4,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"449",17,6,3,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"450",17,4,2.6,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"451",17,4,2.6,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"452",17,4,2.4,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"453",18,4,2.4,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"454",13,6,3,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"455",19,6,2.8,"Rear-Wheel Drive",1985,"SUV","Manual 4 Speed"
"456",14,6,3,"4-Wheel or All-Wheel Drive",1993,"Truck","Automatic 4 Speed"
"457",15,6,3,"4-Wheel or All-Wheel Drive",1993,"Truck","Manual 5 Speed"
"458",16,6,4.3,"4-Wheel or All-Wheel Drive",1993,"Van","Automatic 4 Speed"
"459",17,6,4.3,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"460",17,6,4.3,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"461",17,6,4.3,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"462",15,8,5,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"463",14,8,5.7,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"464",16,6,4.3,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"465",14,8,5.7,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"466",18,6,2.8,"Rear-Wheel Drive",1985,"SUV","Manual 5 Speed"
"467",14,6,3.9,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"468",15,6,3.9,"Rear-Wheel Drive",1993,"Van","Automatic 3 Speed"
"469",14,6,3.9,"Rear-Wheel Drive",1993,"Van","Manual 5 Speed"
"470",12,8,5.2,"Rear-Wheel Drive",1993,"Van","Automatic 3 Speed"
"471",13,8,5.2,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"472",13,8,5.9,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"473",14,6,3.9,"Rear-Wheel Drive",1993,"Van","Automatic 3 Speed"
"474",13,8,5.2,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"475",12,8,5.9,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"476",18,6,3,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"477",11,8,5.2,"Rear-Wheel Drive",1985,"SUV","Automatic 3 Speed"
"478",19,6,3,"Rear-Wheel Drive",1993,"Van","Manual 5 Speed"
"479",17,6,4,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"480",17,6,4,"4-Wheel or All-Wheel Drive",1993,"Van","Automatic 4 Speed"
"481",14,6,4.9,"Rear-Wheel Drive",1993,"Van","Automatic 3 Speed"
"482",15,6,4.9,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"483",14,8,5,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"484",14,8,5,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"485",12,8,5.8,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"486",13,6,4.9,"Rear-Wheel Drive",1993,"Van","Automatic 3 Speed"
"487",14,6,4.9,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"488",12,8,5.2,"Rear-Wheel Drive",1985,"SUV","Automatic 3 Speed"
"489",11,8,5.8,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"490",17,6,4.3,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"491",15,8,5,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"492",14,8,5.7,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"493",17,6,4.3,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"494",14,8,5.7,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"495",16,6,4.3,"4-Wheel or All-Wheel Drive",1993,"Van","Automatic 4 Speed"
"496",17,6,4.3,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"497",17,6,4.3,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"498",15,6,4.3,"4-Wheel or All-Wheel Drive",1993,"Van","Automatic 4 Speed"
"499",13,8,5.2,"Rear-Wheel Drive",1985,"SUV","Automatic 3 Speed"
"500",16,6,4.3,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"501",17,6,4.3,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"502",15,6,4.3,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"503",13,8,5,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"504",13,8,5.7,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"505",13,8,5.7,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"506",14,6,3.9,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"507",14,6,3.9,"Rear-Wheel Drive",1993,"Van","Automatic 3 Speed"
"508",14,6,3.9,"Rear-Wheel Drive",1993,"Van","Manual 5 Speed"
"509",12,8,5.2,"Rear-Wheel Drive",1993,"Van","Automatic 3 Speed"
"510",11,8,5.9,"Rear-Wheel Drive",1985,"SUV","Automatic 3 Speed"
"511",13,8,5.2,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"512",12,8,5.9,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"513",12,8,5.2,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"514",12,8,5.9,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"515",17,6,3,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"516",17,6,3,"Rear-Wheel Drive",1993,"Van","Manual 5 Speed"
"517",17,6,4,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"518",16,6,4,"4-Wheel or All-Wheel Drive",1993,"Van","Automatic 4 Speed"
"519",14,6,4.9,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"520",14,8,5,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"521",17,4,2.2,"Front-Wheel Drive",1985,"SUV","Automatic 3 Speed"
"522",13,8,5,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"523",12,8,5.8,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"524",15,6,4.3,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"525",13,8,5,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"526",13,8,5.7,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"527",13,8,5.7,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"528",15,6,4.3,"4-Wheel or All-Wheel Drive",1993,"Van","Automatic 4 Speed"
"529",16,6,4.3,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"530",17,6,4.3,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"531",17,4,2.4,"Rear-Wheel Drive",1993,"Van","Automatic 4 Speed"
"532",18,4,2.2,"Front-Wheel Drive",1985,"SUV","Automatic 3 Speed"
"533",18,4,2.4,"Rear-Wheel Drive",1993,"Van","Manual 5 Speed"
"534",17,4,2.4,"4-Wheel or All-Wheel Drive",1993,"Van","Automatic 4 Speed"
"535",18,6,3.1,"Front-Wheel Drive",1993,"SUV","Automatic 3 Speed"
"536",18,6,3.8,"Front-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"537",13,8,5.7,"Rear-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"538",18,6,4.3,"Rear-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"539",18,6,4.3,"Rear-Wheel Drive",1993,"SUV","Manual 5 Speed"
"540",16,6,3,"Rear-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"541",23,4,2.2,"Front-Wheel Drive",1985,"SUV","Manual 4 Speed"
"542",15,6,3,"Rear-Wheel Drive",1993,"SUV","Manual 5 Speed"
"543",18,6,3,"Front-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"544",18,6,3.3,"Front-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"545",20,4,2.5,"Front-Wheel Drive",1993,"SUV","Automatic 3 Speed"
"546",21,4,2.5,"Front-Wheel Drive",1993,"SUV","Manual 5 Speed"
"547",19,6,3,"Front-Wheel Drive",1993,"SUV","Automatic 3 Speed"
"548",18,6,3.3,"Front-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"549",20,4,2.5,"Front-Wheel Drive",1993,"SUV","Automatic 3 Speed"
"550",21,4,2.5,"Front-Wheel Drive",1993,"SUV","Manual 5 Speed"
"551",19,6,3,"Front-Wheel Drive",1993,"SUV","Automatic 3 Speed"
"552",30,4,1.5,"Front-Wheel Drive",1985,"Compact","Manual 5 Speed"
"553",23,4,2.2,"Front-Wheel Drive",1985,"SUV","Manual 4 Speed"
"554",18,6,3.3,"Front-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"555",13,8,5.2,"Rear-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"556",13,8,5.9,"Rear-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"557",19,4,2.5,"Rear-Wheel Drive",1993,"SUV","Manual 5 Speed"
"558",16,6,4,"Rear-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"559",17,6,4,"Rear-Wheel Drive",1993,"SUV","Manual 5 Speed"
"560",17,6,4,"Rear-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"561",18,6,4,"Rear-Wheel Drive",1993,"SUV","Manual 5 Speed"
"562",18,6,3,"Front-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"563",18,6,3,"Front-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"564",21,4,2.2,"Front-Wheel Drive",1985,"SUV","Manual 5 Speed"
"565",21,4,1.6,"Rear-Wheel Drive",1993,"SUV","Automatic 3 Speed"
"566",23,4,1.6,"Rear-Wheel Drive",1993,"SUV","Manual 5 Speed"
"567",13,8,5.7,"Rear-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"568",18,6,4.3,"Rear-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"569",18,6,4.3,"Rear-Wheel Drive",1993,"SUV","Manual 5 Speed"
"570",17,4,2.3,"Rear-Wheel Drive",1993,"SUV","Manual 5 Speed"
"571",17,4,2.6,"Rear-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"572",17,4,2.6,"Rear-Wheel Drive",1993,"SUV","Manual 5 Speed"
"573",17,4,2.6,"Rear-Wheel Drive",1993,"SUV","Manual 5 Speed"
"574",18,4,2.6,"Rear-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"575",20,4,2.2,"Front-Wheel Drive",1985,"SUV","Manual 5 Speed"
"576",17,6,3,"Rear-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"577",18,6,3.1,"Front-Wheel Drive",1993,"SUV","Automatic 3 Speed"
"578",18,6,3.8,"Front-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"579",20,4,2.5,"Front-Wheel Drive",1993,"SUV","Automatic 3 Speed"
"580",21,4,2.5,"Front-Wheel Drive",1993,"SUV","Manual 5 Speed"
"581",19,6,3,"Front-Wheel Drive",1993,"SUV","Automatic 3 Speed"
"582",18,6,3.3,"Front-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"583",25,4,1.3,"Rear-Wheel Drive",1993,"SUV","Manual 5 Speed"
"584",22,4,1.6,"Rear-Wheel Drive",1993,"SUV","Manual 5 Speed"
"585",21,4,1.6,"Rear-Wheel Drive",1993,"SUV","Manual 5 Speed"
"586",17,4,2.6,"Front-Wheel Drive",1985,"SUV","Automatic 3 Speed"
"587",21,4,1.6,"Rear-Wheel Drive",1993,"SUV","Automatic 3 Speed"
"588",23,4,1.6,"Rear-Wheel Drive",1993,"SUV","Manual 5 Speed"
"589",18,6,3.1,"Front-Wheel Drive",1993,"SUV","Automatic 3 Speed"
"590",18,6,3.8,"Front-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"591",17,6,3,"Rear-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"592",13,8,5.7,"4-Wheel or All-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"593",13,8,5.7,"4-Wheel or All-Wheel Drive",1993,"SUV","Manual 5 Speed"
"594",12,8,5.7,"4-Wheel or All-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"595",16,6,4.3,"4-Wheel or All-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"596",16,6,4.3,"4-Wheel or All-Wheel Drive",1993,"SUV","Manual 5 Speed"
"597",17,8,4.1,"Front-Wheel Drive",1985,"SUV","Automatic 4 Speed"
"598",15,6,3,"4-Wheel or All-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"599",15,6,3,"4-Wheel or All-Wheel Drive",1993,"SUV","Manual 5 Speed"
"600",17,6,3.3,"4-Wheel or All-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"601",17,6,3.3,"4-Wheel or All-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"602",12,8,5.2,"4-Wheel or All-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"603",12,8,5.9,"4-Wheel or All-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"604",18,4,2.5,"4-Wheel or All-Wheel Drive",1993,"SUV","Manual 5 Speed"
"605",15,6,4,"4-Wheel or All-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"606",16,6,4,"4-Wheel or All-Wheel Drive",1993,"SUV","Manual 5 Speed"
"607",15,6,4,"4-Wheel or All-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"608",14,8,5,"Rear-Wheel Drive",1985,"SUV","Automatic 4 Speed"
"609",15,6,4,"4-Wheel or All-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"610",16,6,4,"4-Wheel or All-Wheel Drive",1993,"SUV","Manual 5 Speed"
"611",16,6,4,"4-Wheel or All-Wheel Drive",1993,"SUV","Manual 5 Speed"
"612",14,8,5.2,"4-Wheel or All-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"613",17,4,2.5,"4-Wheel or All-Wheel Drive",1993,"SUV","Manual 5 Speed"
"614",14,6,4,"4-Wheel or All-Wheel Drive",1993,"SUV","Automatic 3 Speed"
"615",16,6,4,"4-Wheel or All-Wheel Drive",1993,"SUV","Manual 5 Speed"
"616",14,8,5,"4-Wheel or All-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"617",13,8,5,"4-Wheel or All-Wheel Drive",1993,"SUV","Manual 5 Speed"
"618",12,8,5.8,"4-Wheel or All-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"619",13,8,5.7,"Rear-Wheel Drive",1985,"SUV","Automatic 4 Speed"
"620",16,6,4,"4-Wheel or All-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"621",17,6,4,"4-Wheel or All-Wheel Drive",1993,"SUV","Manual 5 Speed"
"622",21,4,1.6,"4-Wheel or All-Wheel Drive",1993,"SUV","Automatic 3 Speed"
"623",23,4,1.6,"4-Wheel or All-Wheel Drive",1993,"SUV","Manual 5 Speed"
"624",21,4,1.6,"4-Wheel or All-Wheel Drive",1993,"SUV","Automatic 3 Speed"
"625",23,4,1.6,"4-Wheel or All-Wheel Drive",1993,"SUV","Manual 5 Speed"
"626",16,6,4.3,"4-Wheel or All-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"627",16,6,4.3,"4-Wheel or All-Wheel Drive",1993,"SUV","Manual 5 Speed"
"628",12,8,5.7,"4-Wheel or All-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"629",13,8,5.7,"4-Wheel or All-Wheel Drive",1993,"SUV","Automatic 4 Speed"
"630",18,8,6.2,"Rear-Wheel Drive",1985,"SUV","Automatic 4 Speed"
"631",13,8,5.7,"4-Wheel or All-Wheel Drive",1993,"SUV","Manual 5 Speed"
